,country,keyword,topic,subtopic,user,date,text,favorite_count,followers_count,url
2334,Unknow,environment,Transportation,Transportation,kar_surja,Thu Feb 18 06:06:53 +0000 2021,RT @RinkuSa11886500: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a ne…,0,23,no url
2335,India,environment,Transportation,Transportation,PranjitBaishy14,Thu Feb 18 06:58:24 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,1006,no url
2336,India,environment,Transportation,Transportation,Debrajkashyap3,Thu Feb 18 06:59:32 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,11,no url
2337,Unknow,environment,Transportation,Transportation,gamer_konwar,Thu Feb 18 07:00:12 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,54,no url
2338,India,environment,Transportation,Transportation,AnilBhadaliya,Thu Feb 18 07:03:58 +0000 2021,"Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, econ… https://t.co/nL9jXG7YAw",0,286,https://t.co/nL9jXG7YAw
2339,Unknow,environment,Transportation,Transportation,DipDutt84117097,Thu Feb 18 12:47:09 +0000 2021,"RT @indrajeetmaximo: Minister @PiyushGoyal flags off a train in the newly dedicated
Manigram-Nimita Section in West Bengal.This marks a new…",0,11,no url
2340,Unknow,environment,Transportation,Transportation,DipDutt84117097,Thu Feb 18 12:47:40 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,11,no url
2341,Unknow,environment,Transportation,Transportation,SanjuRouth6,Thu Feb 18 13:10:41 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,19,no url
2342,Unknow,environment,Transportation,Transportation,Purnima17370222,Thu Feb 18 13:27:14 +0000 2021,"RT @indrajeetmaximo: Minister @PiyushGoyal flags off a train in the newly dedicated
Manigram-Nimita Section in West Bengal.This marks a new…",0,16,no url
2343,Unknow,environment,Transportation,Transportation,Purnima17370222,Thu Feb 18 13:31:10 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,16,no url
2344,India,environment,Transportation,Transportation,PortVidhan,Thu Feb 18 13:50:32 +0000 2021,RT @BhowalSandhya: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new…,0,11,no url
2345,Unknow,environment,Transportation,Transportation,ATANUNEOGI2,Thu Feb 18 15:04:40 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,4,no url
2346,Unknow,environment,Transportation,Transportation,ATANUNEOGI2,Thu Feb 18 15:06:19 +0000 2021,"RT @KULTIBJP: #sonarbanglaElectrified
Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal…",0,4,no url
2347,Unknow,environment,Transportation,Transportation,riyapasi5,Thu Feb 18 19:54:18 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,81,no url
2348,India,CO2,Manufacturing/Construction,Cloth,_manu_heggade,Sun Feb 14 13:08:24 +0000 2021,"@mashable A cotton cloth mask that hangs way beyond the chin, can easily solve the heating &amp; co2 issue for runners.… https://t.co/9VFEJZevDo",0,20,https://t.co/9VFEJZevDo
2349,India,climate,Manufacturing/Construction,Cloth,Nirmohigk,Sat Feb 13 06:40:02 +0000 2021,RT @CliosChronicles: He says that the rulers of TN sit down on ground and on asking the reason- “Sitting on ground is pride.We were born on…,0,710,no url
2350,India,climate,Manufacturing/Construction,Cloth,bcvkrishna98,Wed Feb 17 05:41:53 +0000 2021,@publictvnews how the media house decides these people r farmer leaders. if someone puts green cloth you will call… https://t.co/T8OqKkILgz,0,11,https://t.co/T8OqKkILgz
2351,Unknow,environment,Manufacturing/Construction,Cloth,ramadvocate4,Fri Feb 12 01:22:45 +0000 2021,"RT @insan_swati6: Polythene is very harmful for everyone, our environment, and animals etc. So stop using it.  #IamNatureLover because we u…",0,470,no url
2352,India,environment,Manufacturing/Construction,Cloth,ManojM66,Fri Feb 12 05:48:44 +0000 2021,"RT @milindshah2006: @PMOIndia @narendramodi What a stupid comparison youth = Pvt sector 
Pvt sector most of them brazen violation of labour…",0,908,no url
2353,India,environment,Manufacturing/Construction,Cloth,InsanBhopal,Fri Feb 12 14:56:44 +0000 2021,"RT @insan_swati6: Polythene is very harmful for everyone, our environment, and animals etc. So stop using it.  #IamNatureLover because we u…",0,51,no url
2354,Unknow,environment,Transportation,Transportation,Purnima78691760,Thu Feb 18 12:34:14 +0000 2021,"RT @indrajeetmaximo: Minister @PiyushGoyal flags off a train in the newly dedicated
Manigram-Nimita Section in West Bengal.This marks a new…",0,112,no url
2355,Unknow,environment,Transportation,Transportation,Purnima78691760,Thu Feb 18 12:33:27 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,112,no url
2356,India,environment,Transportation,Transportation,KhakhodiyaVipul,Thu Feb 18 12:12:06 +0000 2021,"RT @iGopalVaghela: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economic…",0,19,no url
2357,Unknow,environment,Transportation,Transportation,ParthaB55293316,Thu Feb 18 08:00:58 +0000 2021,RT @BhowalSandhya: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new…,0,27,no url
2358,India,environment,Transportation,Transportation,voiceof50229624,Thu Feb 18 07:21:37 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,7,no url
2359,Unknow,environment,Transportation,Transportation,Arunava31369591,Thu Feb 18 07:23:18 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,146,no url
2360,Unknow,environment,Transportation,Transportation,ChowkidarDhira3,Thu Feb 18 07:24:22 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,18,no url
2361,Unknow,environment,Transportation,Transportation,SantuSa37801377,Thu Feb 18 07:35:51 +0000 2021,"RT @indrajeetmaximo: Minister @PiyushGoyal flags off a train in the newly dedicated
Manigram-Nimita Section in West Bengal.This marks a new…",0,5,no url
2362,Unknow,environment,Transportation,Transportation,GourangaBaner14,Thu Feb 18 07:55:31 +0000 2021,RT @bjpfrombengal: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new…,0,8,no url
2363,India,environment,Transportation,Transportation,NirajTh29297956,Thu Feb 18 08:00:11 +0000 2021,"RT @indrajeetmaximo: Minister @PiyushGoyal flags off a train in the newly dedicated
Manigram-Nimita Section in West Bengal.This marks a new…",0,16,no url
2364,Unknow,environment,Transportation,Transportation,JoydebBanik8,Thu Feb 18 08:01:37 +0000 2021,RT @PrabirGhosalBJP: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a ne…,0,12,no url
2365,Unknow,environment,Transportation,Transportation,PRASANT72395251,Thu Feb 18 10:32:11 +0000 2021,RT @BJP4Sankrail: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new d…,0,1,no url
2366,India,environment,Transportation,Transportation,NirajTh29297956,Thu Feb 18 08:02:10 +0000 2021,RT @indrajeetmaximo: #SonarBanglaElectrified Minister @PiyushGoyal flags off a train in the newly dedicatedManigram-Nimita Section in West…,0,16,no url
2367,Unknow,environment,Transportation,Transportation,NainaSingha3,Thu Feb 18 09:10:26 +0000 2021,RT @Gupta4Phool: Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a new da…,0,28,no url
2368,Unknow,environment,Transportation,Transportation,NainaSingha3,Thu Feb 18 09:11:16 +0000 2021,"RT @indrajeetmaximo: Minister @PiyushGoyal flags off a train in the newly dedicated
Manigram-Nimita Section in West Bengal.This marks a new…",0,28,no url
2369,Unknow,environment,Transportation,Transportation,MDVinMalaysia,Thu Feb 18 09:13:40 +0000 2021,RT @MoFAmv: The 1st 🇲🇻-🇦🇪 Joint Committee Meeting resulted in conducive deliberations on the potential for cooperation in the fields of eco…,0,3365,no url
2370,India,environment,Transportation,Transportation,SarveshSonar24,Thu Feb 18 09:39:00 +0000 2021,@KDMCOfficial @smart_kdmc  @DrSEShinde @KapilPatilMP @mieknathshinde In order to boost sustainable transportation w… https://t.co/asMSVElNp8,0,53,https://t.co/asMSVElNp8
2371,Unknow,environment,Transportation,Transportation,Lohia_Krishna_,Thu Feb 18 10:06:16 +0000 2021,"RT @NikhilChelsea12: Dhubri &amp; Hatsingimari Ro-Pax Ferry service will provide a required commuting facility which will provide safe, economi…",0,19005,no url
2372,Unknow,environment,Manufacturing/Construction,Chemicals,soumyajeetpadhy,Sun Feb 14 11:26:15 +0000 2021,RT @Dileep_Sanghani: Hon. PM Sh. @narendramodi Ji blessed for developing Nano Urea 1st time in world by number 1 coop #IFFCO. Appreciated i…,0,209,no url
2373,Unknow,environment,Manufacturing/Construction,Chemicals,PadhySimachal,Sun Feb 14 11:26:55 +0000 2021,RT @Dileep_Sanghani: Hon. PM Sh. @narendramodi Ji blessed for developing Nano Urea 1st time in world by number 1 coop #IFFCO. Appreciated i…,0,453,no url
2374,Unknow,environment,Manufacturing/Construction,Chemicals,dsiingh,Sun Feb 14 11:35:14 +0000 2021,RT @Dileep_Sanghani: Hon. PM Sh. @narendramodi Ji blessed for developing Nano Urea 1st time in world by number 1 coop #IFFCO. Appreciated i…,0,30,no url
2375,Unknow,climate,Manufacturing/Construction,Construction,HudaZahira,Sat Feb 13 05:22:31 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,85,no url
2376,Unknow,climate,Manufacturing/Construction,Construction,Mr_SinghSandhu,Sat Feb 13 05:27:01 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,682,no url
2377,Unknow,climate,Manufacturing/Construction,Construction,__Indrajit__,Sat Feb 13 05:32:00 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,32,no url
2378,Unknow,climate,Manufacturing/Construction,Construction,yyjosephyy,Sat Feb 13 05:42:12 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,26,no url
2379,Unknow,climate,Manufacturing/Construction,Construction,KAMS44505949,Sat Feb 13 05:44:11 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,7,no url
2380,Unknow,climate,Manufacturing/Construction,Construction,tanaranb,Sat Feb 13 05:50:49 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,10,no url
2381,Unknow,climate,Manufacturing/Construction,Construction,AnantKrSingh18,Sat Feb 13 05:58:14 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,24,no url
2382,Unknow,climate,Manufacturing/Construction,Construction,GrewalAmardeep8,Sat Feb 13 06:03:46 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,7,no url
2383,Unknow,climate,Manufacturing/Construction,Construction,MaheshAshwani2,Sat Feb 13 06:04:55 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,19,no url
2384,Unknow,climate,Manufacturing/Construction,Construction,gnr_rwt,Sat Feb 13 06:12:39 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,189,no url
2385,Unknow,climate,Manufacturing/Construction,Construction,sahmad1982,Sat Feb 13 06:15:18 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,2169,no url
2386,Unknow,climate,Manufacturing/Construction,Construction,yogeshandsuelyn,Sat Feb 13 06:19:36 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,124,no url
2387,Unknow,climate,Manufacturing/Construction,Construction,Rakesh7091344,Sat Feb 13 06:25:52 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,214,no url
2388,Unknow,climate,Manufacturing/Construction,Construction,jinxmenot369,Sat Feb 13 06:32:38 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,2,no url
2389,India,climate,Manufacturing/Construction,Construction,jitu171288,Sat Feb 13 06:36:11 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,256,no url
2390,Unknow,climate,Manufacturing/Construction,Construction,Deepak16686624,Sat Feb 13 06:45:23 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,298,no url
2391,India,climate,Manufacturing/Construction,Construction,sukugkailash,Sat Feb 13 05:26:10 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,530,no url
2392,Unknow,climate,Manufacturing/Construction,Construction,AlokSin27744363,Sat Feb 13 05:21:32 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,122,no url
2393,Unknow,environment,Manufacturing/Construction,Chemicals,bishths69,Thu Feb 18 16:08:23 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,227,no url
2394,India,climate,Manufacturing/Construction,Construction,shashikantupadh,Sat Feb 13 05:19:44 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,195,no url
2395,Unknow,environment,Manufacturing/Construction,Chemicals,atulmaheshwari3,Thu Feb 18 16:57:47 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,873,no url
2396,Unknow,environment,Manufacturing/Construction,Chemicals,vishalgupta73,Thu Feb 18 16:58:26 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,94,no url
2397,Unknow,environment,Manufacturing/Construction,Chemicals,Srinivasgolla16,Thu Feb 18 17:00:26 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,243,no url
2398,India,environment,Manufacturing/Construction,Chemicals,satyammishra23,Thu Feb 18 17:24:22 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,301,no url
2399,Unknow,environment,Manufacturing/Construction,Chemicals,Tushar73911818,Thu Feb 18 17:26:08 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,30,no url
2400,India,environment,Manufacturing/Construction,Chemicals,ErVishalmalhot1,Thu Feb 18 17:45:28 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,11,no url
2401,Unknow,environment,Manufacturing/Construction,Chemicals,MongaNtpc,Thu Feb 18 19:49:07 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,12,no url
2402,Unknow,environment,Manufacturing/Construction,Chemicals,Aasu75004324,Thu Feb 18 20:49:23 +0000 2021,RT @Pritesh7994: NOCIL enjoys monopoly business. Only two companies are leaders in world for rubber chemicals. NOCIL (India) and Sunshine (…,0,5,no url
2403,Unknow,CO2,Manufacturing/Construction,Construction,skchennupati,Thu Feb 18 20:06:09 +0000 2021,The AEC industry has a crucial role in the CO2 climate emergency.​ Download our eBook to learn how #construction op… https://t.co/TbIuuTL4Mx,0,57,https://t.co/TbIuuTL4Mx
2404,Unknow,climate,Manufacturing/Construction,Construction,PreetamShrma,Sat Feb 13 05:00:36 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,10,no url
2405,Unknow,climate,Manufacturing/Construction,Construction,D_JigSaw99,Sat Feb 13 05:03:04 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,17,no url
2406,Unknow,climate,Manufacturing/Construction,Construction,WeGoAgain_LFC,Sat Feb 13 05:13:03 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,417,no url
2407,Unknow,climate,Manufacturing/Construction,Construction,MustaqA99203365,Sat Feb 13 05:13:23 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,196,no url
2408,Unknow,climate,Manufacturing/Construction,Construction,GaviB56093013,Sat Feb 13 05:17:46 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,1,no url
2409,India,climate,Manufacturing/Construction,Construction,shradharoy08,Sat Feb 13 05:18:35 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,23,no url
2410,Unknow,climate,Manufacturing/Construction,Construction,sensek75,Sat Feb 13 07:05:07 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,25,no url
2411,Unknow,climate,Manufacturing/Construction,Construction,Vivisash68,Sat Feb 13 07:21:44 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,1281,no url
2412,India,climate,Manufacturing/Construction,Construction,JaiPrakashVar10,Sat Feb 13 07:45:59 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,945,no url
2413,Unknow,climate,Manufacturing/Construction,Construction,mohdshaheed007,Sat Feb 13 08:02:56 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,578,no url
2414,India,climate,Manufacturing/Construction,Construction,RANJK1207,Sat Feb 13 12:35:50 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,6,no url
2415,India,climate,Manufacturing/Construction,Construction,RhythmicSam,Sat Feb 13 13:07:16 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,54,no url
2416,India,climate,Manufacturing/Construction,Construction,rpshri,Sat Feb 13 13:35:30 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,98,no url
2417,Unknow,climate,Manufacturing/Construction,Construction,GirishG71616315,Sat Feb 13 14:47:33 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,7,no url
2418,Unknow,climate,Manufacturing/Construction,Construction,Harpree05354723,Sat Feb 13 16:01:20 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,24,no url
2419,Nepal,climate,Manufacturing/Construction,Construction,your_bikram,Sat Feb 13 16:02:14 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,255,no url
2420,Unknow,climate,Manufacturing/Construction,Construction,aambat474849,Sat Feb 13 16:33:06 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,7,no url
2421,Unknow,climate,Manufacturing/Construction,Construction,nidhi_nupur,Sat Feb 13 16:47:07 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,89,no url
2422,Unknow,climate,Manufacturing/Construction,Construction,Mansoorahmed06,Sat Feb 13 16:59:46 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,38,no url
2423,India,climate,Manufacturing/Construction,Construction,jay00952693,Sat Feb 13 17:08:36 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,20,no url
2424,India,climate,Manufacturing/Construction,Construction,sagaya15,Sat Feb 13 17:13:55 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,5,no url
2425,Unknow,climate,Manufacturing/Construction,Construction,flint_lockwoood,Sat Feb 13 18:12:34 +0000 2021,RT @pbhushan1: Uttarakhand disaster is due to climate change; exacerbated by ruinous construction of Char Dham highway &amp; many dams &amp; hydel…,0,12,no url
2426,Unknow,climate,Manufacturing/Construction,Construction,DarganSatish,Sat Feb 13 18:27:22 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,58,no url
2427,Unknow,climate,Manufacturing/Construction,Construction,VTRIPATHI,Sat Feb 13 19:14:54 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,890,no url
2428,Unknow,climate,Manufacturing/Construction,Construction,Pain07001762,Sat Feb 13 22:56:05 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,3,no url
2429,Unknow,climate,Manufacturing/Construction,Construction,MsNaaz5,Sat Feb 13 12:04:39 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,580,no url
2430,Unknow,climate,Manufacturing/Construction,Construction,chefjamesakhil,Sat Feb 13 11:42:46 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,139,no url
2431,Unknow,climate,Manufacturing/Construction,Construction,keepurdreamsbig,Sat Feb 13 11:33:26 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,12,no url
2432,India,climate,Manufacturing/Construction,Construction,DragonTales20,Sat Feb 13 08:58:00 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,304,no url
2433,Turkey,climate,Manufacturing/Construction,Construction,zmariyam,Sat Feb 13 08:06:02 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,52,no url
2434,Unknow,climate,Manufacturing/Construction,Construction,jrandhawa3,Sat Feb 13 08:09:31 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,2,no url
2435,Unknow,climate,Manufacturing/Construction,Construction,HarishGuptaS,Sat Feb 13 08:28:40 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,12,no url
2436,India,climate,Manufacturing/Construction,Construction,Hin01you,Sat Feb 13 08:46:05 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,13,no url
2437,Unknow,climate,Manufacturing/Construction,Construction,fayyazmparkar,Sat Feb 13 08:54:18 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,35,no url
2438,Unknow,climate,Manufacturing/Construction,Construction,KumarKranti7,Sat Feb 13 08:55:07 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,176,no url
2439,Unknow,climate,Manufacturing/Construction,Construction,AukatMeRah,Sat Feb 13 09:34:13 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,100,no url
2440,Unknow,climate,Manufacturing/Construction,Construction,shailesh51087,Sat Feb 13 11:16:41 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,512,no url
2441,India,climate,Manufacturing/Construction,Construction,awasim04,Sat Feb 13 09:59:23 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,67,no url
2442,Unknow,climate,Manufacturing/Construction,Construction,ChannSoneya,Sat Feb 13 10:04:47 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,23,no url
2443,Unknow,climate,Manufacturing/Construction,Construction,T_4_s_h_T_3_g_o,Sat Feb 13 10:05:15 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,93,no url
2444,Unknow,climate,Manufacturing/Construction,Construction,Rabindr25868671,Sat Feb 13 10:35:36 +0000 2021,"RT @pbhushan1: Read: Mindless ‘development’ could bring more calamities like Chamoli&amp;Kedarnath floods.
The people of Reni protested against…",0,14,no url
