,country,keyword,topic,subtopic,user,date,text,favorite_count,followers_count,url
493,India,climate,Waste,Waste,RachnaDhingra,Wed Feb 17 16:20:06 +0000 2021,@SANDESHASHETTY7 @Ms_Aflatoon @The_Dialogue_ All these children r part of org called Children Against Dow-Carbide.… https://t.co/gUEvUdGZ8C,2,3118,https://t.co/gUEvUdGZ8C
494,India,environment,Manufacturing/Construction,Chemicals,TheWireScience,Fri Feb 12 03:30:06 +0000 2021,"A 2019 report titled ‘State of India’s Environment In Figures‘, states that Grossly Polluting Industries, which dis… https://t.co/96r0CeurNg",2,14638,https://t.co/96r0CeurNg
495,India,climate,Manufacturing/Construction,Chemicals,kini_jp,Thu Feb 18 08:00:07 +0000 2021,#climate Change and #GlobalWarming is a hoax perptuated by Rich and Elite of Euro-Americans inspite of they being t… https://t.co/a0o9fCI4kt,2,2357,https://t.co/a0o9fCI4kt
496,Pakistan,climate,Electricity/Heat,Renewable,appcsocialmedia,Sun Feb 14 04:49:54 +0000 2021,"President Alvi emphasized the interest of mankind in renewable energy, fisheries, food security, transport, tourism… https://t.co/C2MMCYRTVk",2,62251,https://t.co/C2MMCYRTVk
497,India,climate,Energy,Energy,ketanmba03,Sat Feb 13 10:18:21 +0000 2021,"This project brings Amazon one step closer to its goal of becoming a 100% renewable energy company by 2025, five ye… https://t.co/yovtSa4RVa",2,3636,https://t.co/yovtSa4RVa
498,India,environment,Agriculture,Agriculture,punjiwaad,Tue Feb 16 12:38:57 +0000 2021,"Green revolution brought the cost of agriculture production low, but the cost of agricultural production in terms o… https://t.co/mRAR7NPbrp",2,346,https://t.co/mRAR7NPbrp
499,Unknow,CO2,Electricity/Heat,Oil,nbkdsm2,Tue Feb 16 20:48:58 +0000 2021,"@Caffeinefreak @SurvivingMyWay @laurenboebert @GOP Well that &amp; they’re an oil &amp; gas state, so they want to force pe… https://t.co/SXHv4Q2AJK",2,15720,https://t.co/SXHv4Q2AJK
500,Unknow,environment,Waste,Waste,GRSsolutions,Mon Feb 15 04:40:09 +0000 2021,"Connect with us for waste management in your societies, outlets, offices, restaurants to reduce the cost and contri… https://t.co/E3nE0hYxZg",2,33,https://t.co/E3nE0hYxZg
501,Unknow,climate,Waste,Waste,UiSionniagh,Tue Feb 16 21:02:25 +0000 2021,"@BillyMcWillia12 &amp; @SteveDaines’ Oil overseers, who he’s looking out for, waste natural gas.
""What we found here in… https://t.co/91h4j2cWuX",2,814,https://t.co/91h4j2cWuX
502,Nepal,climate,Agriculture,Meat,thehimalayan,Thu Feb 18 05:51:36 +0000 2021,Plant-eating dinosaurs probably arrived in the Northern Hemisphere millions of years after their meat-eating cousin… https://t.co/vUtXcWo4X7,2,125195,https://t.co/vUtXcWo4X7
503,Unknow,environment,Manufacturing/Construction,Construction,aanchii_sharma,Sat Feb 13 12:33:29 +0000 2021,Despite the factual findings on the impact of this construction project on the environment and wildlife of Jammu re… https://t.co/UOWypDpDuc,2,547,https://t.co/UOWypDpDuc
504,New Zealand,climate,Agriculture,Meat,Jacktrevella96,Thu Feb 18 00:30:21 +0000 2021,Bureaucrat reading Climate Commission's Report while eating meat. #nzpol,2,132,no url
505,India,environment,Agriculture,Agriculture,BeingWali,Tue Feb 16 09:45:27 +0000 2021,Nothing is more amusing to see some people think corporates are coming into agriculture to set the ecological balan… https://t.co/Y20H4rq4kn,2,111,https://t.co/Y20H4rq4kn
506,Unknow,CO2,Waste,Waste,V_Anawalikar,Fri Feb 12 16:13:48 +0000 2021,"Indian govt has committed to reduce its carbon emissions by 35% till 2030.

Transportation sector contributes to 22… https://t.co/qeMXgqmqKP",2,418,https://t.co/qeMXgqmqKP
507,Unknow,climate,Agriculture,Meat,_anshulkhare,Wed Feb 17 18:00:35 +0000 2021,"Look forward to reading the book. 

Though, a bit disappointed that ""stop meat &amp; dairy consumption"" was last in the… https://t.co/LixeTFtFeZ",2,11154,https://t.co/LixeTFtFeZ
508,Unknow,climate,Waste,Waste,jomanchesterf,Fri Feb 12 04:18:25 +0000 2021,@mybmcSWM @mybmcHealthDept @mybmc @AUThackeray climate change and worsening air quality in cities cannot be fought… https://t.co/hITDyRGSjG,2,39,https://t.co/hITDyRGSjG
509,Unknow,climate,Energy,Energy,iNishant4,Sat Feb 13 08:10:53 +0000 2021,US Special Envoy for Climate  Kerry lauded @narendramodi ji's efforts to address climate issues in world. Modi's an… https://t.co/YHv09acWSI,2,9335,https://t.co/YHv09acWSI
510,India,climate,Energy,Energy,Seraphimllp,Fri Feb 12 06:57:36 +0000 2021,Bill Gates voices the need to create accessible #green premiums at low costs to support zero #carbon #emissions.… https://t.co/qk8xAVz2Cd,2,56,https://t.co/qk8xAVz2Cd
511,India,environment,Waste,Waste,chennairhino1,Thu Feb 18 05:51:38 +0000 2021,Road side shop owners are burning the waste polluting the environment. We need mass education movement against burn… https://t.co/r0ovxPg138,2,49,https://t.co/r0ovxPg138
512,India,environment,Manufacturing/Construction,Manufacturing,NaturTrust,Fri Feb 12 07:23:12 +0000 2021,"These biodegradable products are making the world a better, cleaner, and greener place to live. Happy Consumers, Ha… https://t.co/CkqoS9zxWA",2,145,https://t.co/CkqoS9zxWA
513,India,CO2,Energy,Energy,SiddhantDongare,Thu Feb 18 06:48:53 +0000 2021,"Double-Digit Growth in Heat Pump Market
https://t.co/5epNzQLsIz
via @CommunalInc 

#heatpump #Technologies… https://t.co/JEXgGoY6lL",2,213,https://t.co/5epNzQLsIz
514,India,environment,Waste,Waste,the_truepicture,Mon Feb 15 10:19:22 +0000 2021,It is part of Waste to Wealth as stubble (Parali) can be used as a raw material for producing Bio-CNG which will he… https://t.co/7lmIXNFzba,2,33988,https://t.co/7lmIXNFzba
515,India,climate,Agriculture,Agriculture,SunoIndia_in,Wed Feb 17 04:30:00 +0000 2021,#WednesdayWisdom Zero Budget Natural Farming enables farmers to practice non-chemical farming &amp; grow many types of… https://t.co/js91p6UWZc,2,3640,https://t.co/js91p6UWZc
516,India,climate,Waste,Waste,ankuuuurrrrrrr,Tue Feb 16 08:22:31 +0000 2021,@Aryan_warlord Nuclear Technology is a very effective answer to Global Warming and Climate Change and with updation… https://t.co/ywjY624qt2,2,111,https://t.co/ywjY624qt2
517,Unknow,climate,Energy,Energy,Ahsan3728_,Fri Feb 12 10:58:18 +0000 2021,"Trees control climate by moderating the effects of the sun, rain and wind. Leaves absorb and filter the sun’s radia… https://t.co/B0idU7FjsU",2,640,https://t.co/B0idU7FjsU
518,India,environment,Agriculture,Meat,betki,Tue Feb 16 16:15:52 +0000 2021,@Breaking911 It has been proved that red meat is the biggest environment disaster people have. But these nations won't ban red meat.,2,1459,no url
519,India,environment,Agriculture,Agriculture,universaltribes,Sat Feb 13 06:18:04 +0000 2021,"Organic supports healthier farm &amp; healthier community, what do you support ?
#environment #nutrition… https://t.co/bJaQ8Anhvp",2,17,https://t.co/bJaQ8Anhvp
520,Pakistan,environment,Industrial Processes,Industrial,InvestinKP,Sun Feb 14 11:04:59 +0000 2021,"KPBOIT playing its role in creating enabling environment as per the vision of CM KP, Mr. Mahmood Khan through corre… https://t.co/x8OQXRZoWl",2,592,https://t.co/x8OQXRZoWl
521,Unknow,CO2,Agriculture,Agriculture,V_Anawalikar,Fri Feb 12 16:13:48 +0000 2021,"Indian govt has committed to reduce its carbon emissions by 35% till 2030.

Transportation sector contributes to 22… https://t.co/qeMXgqmqKP",2,418,https://t.co/qeMXgqmqKP
522,India,environment,Agriculture,Agriculture,babupaul2020,Tue Feb 16 04:30:41 +0000 2021,@ajay43 MEA has been reduced to Ministry of Environment &amp; Agriculture by the present regime after it had needlessly… https://t.co/iwu9iRgJws,2,154,https://t.co/iwu9iRgJws
523,India,environment,Waste,Waste,themobiusfound,Fri Feb 12 09:27:12 +0000 2021,"Government policies on single-use plastics, and waste segregation hold as much importance to save the environment.… https://t.co/x8UsbSUML7",2,7942,https://t.co/x8UsbSUML7
524,Unknow,environment,Manufacturing/Construction,Construction,aanchii_sharma,Wed Feb 17 05:27:15 +0000 2021,"@Anoopnautiyal1 The only way to take development and environment together is side by side assistance of geologists,… https://t.co/RS85pcZrmy",2,547,https://t.co/RS85pcZrmy
525,Sri Lanka,environment,Waste,Waste,RodrigoSavithri,Wed Feb 17 14:41:32 +0000 2021,"On Kaleidoscope this week - Tara Wickramasinghe follows her passion - reduce waste, look good!

@prishanphoto… https://t.co/CI4R2sZQb1",2,253,https://t.co/CI4R2sZQb1
526,India,environment,Electricity/Heat,Renewable,QualityCouncil,Mon Feb 15 14:57:51 +0000 2021,"Way Forward:
1. ""Responsibility of adaptation/ enforcement of standards by various stakeholders""-Mr. Deepak Zade
2.… https://t.co/yPmeXpwT9F",2,11381,https://t.co/yPmeXpwT9F
527,India,climate,Energy,Energy,ShwetalPShah,Fri Feb 12 06:09:36 +0000 2021,Uttarakhand Tragedy | Climate change and its imperatives for energy security @moneycontrolcom https://t.co/H2gsdSMNCe,2,517,no url
528,India,environment,Manufacturing/Construction,Manufacturing,businessline,Wed Feb 17 04:32:46 +0000 2021,#BLOpinion | A regulatory environment and a friendly eco system supportive of the needs of this new reality is esse… https://t.co/r9mrcwTQSZ,2,75446,https://t.co/r9mrcwTQSZ
529,India,environment,Fugitive Emissions,Mining,AshokThackerINC,Sat Feb 13 15:59:44 +0000 2021,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary Pl Uphold Humanity in Mining Hub of India,
Sto… https://t.co/X3LwLyZAbt",2,1088,https://t.co/X3LwLyZAbt
530,Unknow,climate,Electricity/Heat,Oil,UiSionniagh,Tue Feb 16 21:02:25 +0000 2021,"@BillyMcWillia12 &amp; @SteveDaines’ Oil overseers, who he’s looking out for, waste natural gas.
""What we found here in… https://t.co/91h4j2cWuX",2,814,https://t.co/91h4j2cWuX
531,India,climate,Industrial Processes,Industrial,UpdatesChennai,Thu Feb 18 15:55:56 +0000 2021,@ARAVINDRAJS6 Coimbatore Has An Established Ecosystem For Years. CODISSA Has Been There Since 1969. Textile Industr… https://t.co/KDE2cDA6lm,2,4599,https://t.co/KDE2cDA6lm
532,India,climate,Energy,Energy,TPCI_,Fri Feb 12 07:35:00 +0000 2021,"#US official John Kerry, the Special Presidential Envoy for #Climate, said that India has a tremendous #investment… https://t.co/s1Ls4cL8AC",2,3845,https://t.co/s1Ls4cL8AC
533,Unknow,environment,Agriculture,Agriculture,DulithK,Thu Feb 18 09:39:43 +0000 2021,@yunesh_k This guy is doing great job!  Towards Environment and Agriculture! Must give him a recognition!,2,3923,no url
534,India,environment,Agriculture,Agriculture,sweposten,Thu Feb 18 13:38:45 +0000 2021,@Puneetvizh @CIVILIZEDPPL @hhs_in @drshamamohd @LambaAlka @BhavikaKapoor5 @RanjitOne @kukk44 @psmanwatkar… https://t.co/4hXzG4qahD,2,1880,https://t.co/4hXzG4qahD
535,India,climate,Electricity/Heat,Oil,AnkitMadX,Sun Feb 14 07:32:42 +0000 2021,@meandmarkets OPEC cuts at 30% of previous leak along with Biden's climate change agenda (stopping new fed land lea… https://t.co/zyHdnH9YVl,2,1782,https://t.co/zyHdnH9YVl
536,India,climate,Agriculture,Agriculture,indiagoalpost,Fri Feb 12 14:18:32 +0000 2021,"Climate change &amp; agriculture 
India  along with rest of the world has witnessed perceptible climate change in the l… https://t.co/VrvXQsVmBE",2,6,https://t.co/VrvXQsVmBE
537,India,environment,Waste,Wastewater,TheWireScience,Fri Feb 12 03:30:06 +0000 2021,"A 2019 report titled ‘State of India’s Environment In Figures‘, states that Grossly Polluting Industries, which dis… https://t.co/96r0CeurNg",2,14637,https://t.co/96r0CeurNg
538,Unknow,environment,Waste,Waste,HCL_Grant,Wed Feb 17 09:23:13 +0000 2021,"HCL Grant 2021 Recipient in #Environment Category - SAAHAS, works on managing waste in a scientific and holistic ma… https://t.co/iqZNBaPsyX",2,511,https://t.co/iqZNBaPsyX
539,India,climate,Agriculture,Agriculture,abhignarigala,Tue Feb 16 09:14:27 +0000 2021,"So any1 bemoaning climate change n pollution frm Indian agriculture must

1) learn dat most Indian agri (95%farmers… https://t.co/khfPID4pfz",2,495,https://t.co/khfPID4pfz
540,Unknow,climate,Electricity/Heat,Renewable,iNishant4,Sat Feb 13 08:10:53 +0000 2021,US Special Envoy for Climate  Kerry lauded @narendramodi ji's efforts to address climate issues in world. Modi's an… https://t.co/YHv09acWSI,2,9335,https://t.co/YHv09acWSI
541,India,climate,Electricity/Heat,Renewable,ketanmba03,Sat Feb 13 10:18:21 +0000 2021,"This project brings Amazon one step closer to its goal of becoming a 100% renewable energy company by 2025, five ye… https://t.co/yovtSa4RVa",2,3636,https://t.co/yovtSa4RVa
542,India,environment,Manufacturing/Construction,Construction,abhisheknowhere,Mon Feb 15 08:14:03 +0000 2021,@jasmeetwarraich @anuragsinghrana @Preetam_M_Rao @ItachiNoYami @rupikaur_ Have you ever gone through the environmen… https://t.co/EMMWZrZkKj,2,125,https://t.co/EMMWZrZkKj
543,Unknow,CO2,Electricity/Heat,Oil,nbkdsm2,Mon Feb 15 22:19:11 +0000 2021,"@NickKnudsenUS @DebHaalandNM Bet.2016 &amp; 2019, the annual number of environmentally &amp; occupationally deaths increase… https://t.co/SElo4GbAc6",2,15720,https://t.co/SElo4GbAc6
544,Unknow,environment,Energy,Energy,achyutha,Sat Feb 13 16:06:58 +0000 2021,"The spiralling environmental cost of our lithium battery addiction.

As the world scrambles to replace fossil fuels… https://t.co/ggQtM9d5Zo",1,947,https://t.co/ggQtM9d5Zo
545,Unknow,environment,Waste,Waste,djdaimond643,Wed Feb 17 06:31:13 +0000 2021,@iAtulB Forget that..I dont take slips even when I swipe anywhere coz I think its waste of paper since I m gonna ge… https://t.co/AQhykYOTqd,1,124,https://t.co/AQhykYOTqd
546,India,CO2,Energy,Energy,WhyWasteOrg,Wed Feb 17 15:37:10 +0000 2021,By cutting your shower time to 5 minutes you not only reduce the energy-rich water that we're running down the drai… https://t.co/zD6T7WIa2U,1,260,https://t.co/zD6T7WIa2U
547,Unknow,environment,Electricity/Heat,Coal,prathgupta,Tue Feb 16 15:05:27 +0000 2021,Hey @AUThackeray this is very concerning development and can be addressed through incentives for alternative fuels… https://t.co/QOwjd4QYJX,1,166,https://t.co/QOwjd4QYJX
548,Unknow,CO2,Electricity/Heat,Gas,ibrarkhan_world,Mon Feb 15 14:22:29 +0000 2021,"convert the greenhouse gas carbon dioxide (C02) into fuel by using solar-powered, thin-film devices. Metal oxide th… https://t.co/iYEZQcLGKO",1,33,https://t.co/iYEZQcLGKO
549,India,climate,Electricity/Heat,Gas,SowmyaRaj,Thu Feb 18 06:58:17 +0000 2021,By utilizing a combination of #AI #HybridCloud  &amp; #QuantumComputing  #IBM researchers are working with clients &amp; pa… https://t.co/xXagB6RaWK,1,470,https://t.co/xXagB6RaWK
550,Unknow,CO2,Energy,Energy,outrightlyyours,Tue Feb 16 17:36:27 +0000 2021,"@_David_Myers_ @TheEconomist @Mishcon_de_Reya It’s just one process, there are many others with lesser or no CO2 re… https://t.co/PKXoXSV5iP",1,72,https://t.co/PKXoXSV5iP
551,Unknow,environment,Waste,Waste,CbS_Energy,Mon Feb 15 07:00:55 +0000 2021,@CbS_Energy is organizing a #free #webinar on 𝐎𝐫𝐠𝐚𝐧𝐢𝐜 𝐖𝐚𝐬𝐭𝐞 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 where our experts will talk about the effect… https://t.co/YiPB1xjOj3,1,156,https://t.co/YiPB1xjOj3
552,India,environment,Waste,Waste,GuptaAsh,Mon Feb 15 06:47:06 +0000 2021,@rupikaur_ Ohh... accha.. extensive use of ground water and fertilizer/pesticides plus insistence on burning the fa… https://t.co/6rAbEQ4jfF,1,288,https://t.co/6rAbEQ4jfF
553,India,environment,Waste,Waste,Deb_Banerjee9,Mon Feb 15 05:48:21 +0000 2021,"It’s essential to develop Sustainable Policy &amp; Regulation for 
End of life management &amp; disposal of PV equipment fo… https://t.co/aR8M9WlOeM",1,238,https://t.co/aR8M9WlOeM
554,India,climate,Energy,Energy,ketnamatkar,Fri Feb 12 06:41:54 +0000 2021,"#GatesNotes
...#climatechange could be 5 times deadly as #COVID19.
Learning the lessons of COVID-19, we can approac… https://t.co/NKsTvjpYpD",1,71,https://t.co/NKsTvjpYpD
555,Unknow,climate,Land-Use Change and Forestry,Forest,CEEWIndia,Fri Feb 12 05:43:31 +0000 2021,"Micro-climatic changes in the last 20 years due to a loss of 50,000 hectares of forest cover has exacerbated the ef… https://t.co/wS6jyQ8bmV",1,10062,https://t.co/wS6jyQ8bmV
556,India,climate,Other Fuel Combustion,Fuel,khimasiapunit,Tue Feb 16 13:27:58 +0000 2021,"@nitin_gadkari your suggestions on alternative fuel is really good, we can be a global leader in alternative fuel t… https://t.co/nPpAQno8VV",1,89,https://t.co/nPpAQno8VV
557,Unknow,climate,Transportation,Plane,strawhack1,Tue Feb 16 13:21:01 +0000 2021,"@akki_bauer22_ Its not about the age, its about sick mind set these Climate activist have. They move in car, travel… https://t.co/izfEexHBlE",1,77,https://t.co/izfEexHBlE
558,Unknow,environment,Transportation,Plane,VarunendraS,Sun Feb 14 17:33:30 +0000 2021,"@theskindoctor13 @Rishisharmait @ndtv Need to check if any environment activist suggested them not to kae plane, in… https://t.co/RX2aACPMEn",1,27,https://t.co/RX2aACPMEn
559,India,environment,Manufacturing/Construction,Chemicals,Ramagirinanthan,Wed Feb 17 04:15:45 +0000 2021,"#Biofuel #battry
 Alternate to Chemical Fuels due to #PetrolDieselPriceHike  ,we should introduced Eco Environment… https://t.co/fLutxML8Y3",1,953,https://t.co/fLutxML8Y3
560,India,environment,Transportation,Transportation,UnitedYOuthDKJ,Thu Feb 18 05:03:41 +0000 2021,"@UNEP @SSPGHyd @ActivistTeja
 Price mainly increase when demand is high.
It's better to use public transportation s… https://t.co/cdL9Tair7C",1,70,https://t.co/cdL9Tair7C
561,Unknow,CO2,Energy,Energy,ibrarkhan_world,Mon Feb 15 14:22:29 +0000 2021,"convert the greenhouse gas carbon dioxide (C02) into fuel by using solar-powered, thin-film devices. Metal oxide th… https://t.co/iYEZQcLGKO",1,33,https://t.co/iYEZQcLGKO
562,India,climate,Other Fuel Combustion,Fuel,avishektalukdar,Tue Feb 16 05:41:47 +0000 2021,"@AntiPeopleMedia @LiveLawIndia Climate activist crusading for Punjabi farmers right to burn stubble, exploit ground… https://t.co/KmmgXughev",1,243,https://t.co/KmmgXughev
563,Maldives,CO2,Transportation,Car,MrHindsight2020,Tue Feb 16 16:42:37 +0000 2021,@dh405 @Jojo02720805 @EricHoffer15 @Bitcoin How much CO2 does your car emits vs horses? Or how much coal were burne… https://t.co/j66akTmLBP,1,1,https://t.co/j66akTmLBP
564,India,environment,Other Fuel Combustion,Fuel,AnkitJa63684017,Wed Feb 17 19:51:37 +0000 2021,"To save environment, indias fuel prices has been increased to such heights where people can only afford cycles.",1,4,no url
565,India,climate,Other Fuel Combustion,Fuel,OmairTAhmad,Tue Feb 16 10:58:01 +0000 2021,"@Zen_twt Could be, except that I honestly don't see that many news headlining fossil fuel failure - as in there are… https://t.co/bRilBJjiSn",1,20110,https://t.co/bRilBJjiSn
566,Unknow,climate,Electricity/Heat,Gas,Biggu_,Wed Feb 17 07:33:49 +0000 2021,"Dear Liberals, instead of mocking the people of Texas for homeless people literally freezing to death and instead b… https://t.co/thUBHlcdQW",1,19,https://t.co/thUBHlcdQW
567,India,environment,Electricity/Heat,Coal,TheWireScience,Tue Feb 16 07:30:13 +0000 2021,"The share of solar energy in India’s power generation could equal coal-fired output by 2040, the International Ener… https://t.co/f5s11Xreco",1,14638,https://t.co/f5s11Xreco
568,Unknow,climate,Agriculture,Agriculture,sushmadate,Mon Feb 15 16:31:17 +0000 2021,@PradeepHardikar In general environment activists also see social justice and the right to peaceful protest as link… https://t.co/b2Ey7hbwdN,1,401,https://t.co/b2Ey7hbwdN
569,India,climate,Manufacturing/Construction,Construction,Gharpedia,Wed Feb 17 01:30:02 +0000 2021,"Keeping in mind the current climate condition &amp; global warming, the construction industries found some sustainable… https://t.co/lInJRwEKmj",1,3081,https://t.co/lInJRwEKmj
570,India,climate,Manufacturing/Construction,Manufacturing,gaddewala_tarun,Mon Feb 15 17:44:24 +0000 2021,"Poor country like INDIA is making lot of money by manufacturing vaccine and supplying it all over the world, do not… https://t.co/ESqe3ghY3h",1,92,https://t.co/ESqe3ghY3h
571,India,climate,Agriculture,Agriculture,satyukt,Sat Feb 13 12:05:15 +0000 2021,"Agriculture is an economic activity which is highly reliant on climate and weather
#agriculture #analytics… https://t.co/eeAoRPhZUe",1,132,https://t.co/eeAoRPhZUe
572,India,climate,Agriculture,Agriculture,riddicksworld,Mon Feb 15 10:43:08 +0000 2021,"Something disconnected here..farmers of pesticide,water and fertiliser abusing and stubble burning infamy of a stat… https://t.co/GS3gmWM332",1,62,https://t.co/GS3gmWM332
573,Unknow,CO2,Transportation,Car,PhD_femme,Tue Feb 16 21:40:54 +0000 2021,@abdallaha92 ...i just saw that a mother &amp; child died of Co2 poisoning b/c they tried to warm up in their car (pres… https://t.co/YCteKzetDQ,1,3367,https://t.co/YCteKzetDQ
574,Unknow,climate,Other Fuel Combustion,Fuel,hikerdevon,Wed Feb 17 04:10:55 +0000 2021,"@karinkirk_mt @Melissa4HD20 @SteveDaines Just can't help but wonder if every fossil fuel vehicle, factory, home and… https://t.co/7p5GDyk828",1,1131,https://t.co/7p5GDyk828
575,India,climate,Manufacturing/Construction,Manufacturing,freshers_home,Sat Feb 13 14:41:03 +0000 2021,"Safety Office: Safety Officer Checking Daily Activity for Safety, Health and Well-being. Conducting the Tool Box Me… https://t.co/FHl5TJyRDC",1,4116,https://t.co/FHl5TJyRDC
576,India,environment,Other Fuel Combustion,Fuel,srinicorn,Thu Feb 18 05:37:22 +0000 2021,"@kushanmitra This is how it's done : https://t.co/ZX8vBf9RVu 

Not by just levying higher fuel charges to get more… https://t.co/FX7HM3Iixm",1,482,https://t.co/ZX8vBf9RVu
577,India,climate,Manufacturing/Construction,Construction,abhisheknowhere,Mon Feb 15 08:15:24 +0000 2021,@jasmeetwarraich @anuragsinghrana @Preetam_M_Rao @ItachiNoYami @rupikaur_ We will not tag vehicle protests or const… https://t.co/l4SdPI9GZh,1,125,https://t.co/l4SdPI9GZh
578,Pakistan,environment,Waste,Waste,AaliyaLia,Mon Feb 15 14:27:17 +0000 2021,Assessment of Biomethane Generation from Municipal Solid Waste – A Case Study of Karachi Pakistan -… https://t.co/WqdWAsnwmv,1,4929,https://t.co/WqdWAsnwmv
579,India,CO2,Land-Use Change and Forestry,Forest,Kubernein,Thu Feb 18 14:47:30 +0000 2021,"At 154134 ha #ArunanchalPradesh had maximum #forests land diversion in last 30 years due to #Mining. In 2010,… https://t.co/CPBIi6jVi7",1,401,https://t.co/CPBIi6jVi7
580,India,environment,Other Fuel Combustion,Fuel,indrajeetmaximo,Wed Feb 17 19:21:05 +0000 2021,"To boost the availability of environment-friendly BS-VI grade fuel, a State-of-the-art Gasoline Desulfurisation Uni… https://t.co/1rp5GiSyEU",1,354,https://t.co/1rp5GiSyEU
581,India,climate,Agriculture,Agriculture,CASPR_INDIA,Sat Feb 13 02:00:35 +0000 2021,"#CASPR Op-Ed 

HOW INDIA IS BATTLING WITH CLIMATE CHANGE : TOWARDS A BETTER FUTURE

https://t.co/r1qQpK1QnM

By:
Ar… https://t.co/u7aTuP4Y9q",1,143,https://t.co/r1qQpK1QnM
582,India,environment,Industrial Processes,Industrial,VentechSystems,Thu Feb 18 07:25:23 +0000 2021,"How does a centralized air conditioning system work?
.
https://t.co/LohqxxJGhB
.
#airconditioning… https://t.co/ZKnNSlxOHG",1,1231,https://t.co/LohqxxJGhB
583,India,environment,Electricity/Heat,Renewable,SureshKalunge,Fri Feb 12 15:45:13 +0000 2021,"Environment, Forests and climate change Union Minister Prakash Javdekar telling in  Parliament ,CO2 emissions from… https://t.co/cAWjrgK6z5",1,426,https://t.co/cAWjrgK6z5
584,India,environment,Transportation,Train,sharmi_sengupta,Wed Feb 17 18:31:46 +0000 2021,Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a… https://t.co/iQktpKrSvI,1,132,https://t.co/iQktpKrSvI
585,India,environment,Electricity/Heat,Renewable,TheWireScience,Tue Feb 16 07:30:13 +0000 2021,"The share of solar energy in India’s power generation could equal coal-fired output by 2040, the International Ener… https://t.co/f5s11Xreco",1,14638,https://t.co/f5s11Xreco
586,India,CO2,Energy,Energy,Anshi_________,Thu Feb 18 16:04:23 +0000 2021,"@GabbbarSingh Adani PORTS is in try to make GREEN energy to make the world co2 GAS free. 
So no IPL now, ONLY MPL.🤫",1,2821,no url
587,India,environment,Transportation,Transportation,sharmi_sengupta,Wed Feb 17 18:31:46 +0000 2021,Minister @PiyushGoyal flags off a train in the newly dedicated Manigram-Nimita Section in West Bengal. This marks a… https://t.co/iQktpKrSvI,1,132,https://t.co/iQktpKrSvI
588,Unknow,environment,Other Fuel Combustion,Fuel,midnight_sonne,Thu Feb 18 02:30:38 +0000 2021,"@paintbywords ... fuel, but it is very pervasive in the marine environment if spilled, so it’s used less often in n… https://t.co/ZNYOZVQlTC",1,224,https://t.co/ZNYOZVQlTC
589,India,climate,Manufacturing/Construction,Manufacturing,businessline,Tue Feb 16 05:00:15 +0000 2021,"Manufacturing accounts for roughly a third of global greenhouse gas emissions, but it does not receive attention in… https://t.co/9gmsUNCsKP",1,75446,https://t.co/9gmsUNCsKP
590,India,climate,Land-Use Change and Forestry,Deforestation,Garudamanthana,Sun Feb 14 12:14:22 +0000 2021,@ItsShubhangi Climate activists should really be concerned about the expanding deforestation of Meena Harris's forehead.,1,494,no url
591,India,CO2,Energy,Energy,seaandcoast1,Fri Feb 12 07:55:31 +0000 2021,"The Neoline solution is based on the unprecedented buildout of a ro ro cargo ship fueled by 100% renewable, clean&amp;f… https://t.co/NV0Jh7ZcKJ",1,3147,https://t.co/NV0Jh7ZcKJ
592,India,CO2,Transportation,Car,angsuman,Wed Feb 17 11:23:07 +0000 2021,Buying a Tesla car in #Bitcoins cancels 4 times the CO2 savings for its lifetime https://t.co/L5oHFv95ow,1,7931,no url
593,Unknow,environment,Industrial Processes,Industrial,epw_in,Thu Feb 18 13:56:10 +0000 2021,"Adivasis/social activists who campaign for stronger environmental protections, &amp; against industrial projects have b… https://t.co/5MIBgdE0hd",1,72775,https://t.co/5MIBgdE0hd
594,India,climate,Electricity/Heat,Gas,krranjandelhi,Sun Feb 14 17:25:10 +0000 2021,"“I am aware that I am an imperfect messenger on climate change,” writes Bill Gates in his book on why he thinks the… https://t.co/CDJELGugbE",1,61,https://t.co/CDJELGugbE
595,Unknow,environment,Fugitive Emissions,Mining,Rishi10,Tue Feb 16 10:30:07 +0000 2021,"mining through my notes scattered over various apps, I found this which i am calling a sexy note, (too sexy to be t… https://t.co/SQGPkMnp13",1,47,https://t.co/SQGPkMnp13
596,India,environment,Manufacturing/Construction,Construction,trilokesh612,Mon Feb 15 05:38:30 +0000 2021,⁦@balasoremunici1⁩ ⁦@AboutBalasore⁩ ⁦@HUDDeptOdisha⁩ ⁦@MoSarkar5T⁩ Garbage &amp; construction materials dumped on roads… https://t.co/T9dNqRaE5C,1,45,https://t.co/T9dNqRaE5C
597,Unknow,environment,Industrial Processes,Cement,Singhashutoshr,Tue Feb 16 12:45:14 +0000 2021,@UppclChairman @UppcbN @GreaterNoidaW @OfficialGNIDA @shobisrakhgbn @SHObisrakh #gaurson is doing construction with… https://t.co/vIBXnw92Kp,1,63,https://t.co/vIBXnw92Kp
